Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
422,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
423,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
424,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
425,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
426,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
427,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
428,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
473,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
474,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
475,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
476,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
477,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
478,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
479,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
480,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
525,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
526,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
527,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
528,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
529,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
530,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
531,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
532,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
577,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
578,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
579,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
580,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
581,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
582,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
583,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
584,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
629,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
630,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
631,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
632,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
633,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
634,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
635,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
636,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
681,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
682,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
683,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
684,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
685,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
686,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
687,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
688,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
733,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
734,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
735,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
736,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
737,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
738,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
739,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
740,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
785,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
786,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
787,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
788,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
789,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
790,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
791,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
792,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
837,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
838,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
839,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
840,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
841,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
842,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
843,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
844,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
889,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
890,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
891,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
892,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
893,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
894,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
895,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
896,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
941,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
942,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
943,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
944,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
945,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
946,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
947,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
948,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
993,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
994,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
995,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
996,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
997,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
998,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
999,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1000,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1045,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1046,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1047,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1048,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1049,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1050,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1051,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1052,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
4,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
1097,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1098,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1099,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1100,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1101,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1102,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1103,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1104,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
56,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
108,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
160,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
212,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
264,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
316,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
368,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
420,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
472,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
524,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
576,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
628,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
680,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
732,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
784,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
836,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
888,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
940,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
992,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1044,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1096,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1148,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1200,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1252,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1304,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1356,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1408,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1460,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1512,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
1149,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1150,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1151,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1152,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1153,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1154,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1155,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1156,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1201,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1202,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1203,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1204,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1205,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1206,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1207,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1208,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1253,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1254,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1255,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1256,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1257,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1258,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1259,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1260,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1305,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1306,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1307,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
